
BoxSetEpisodeTitle                                                    BoxSetEpisodeMediaUrl
Wednesday 8th August Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180808193039.m4a?awCollectionId=superscoreboard&awEpisodeId=10177?awCollectionId=13&awEpisodeId=222522
Tuesday 7th August Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180807194245.m4a?awCollectionId=superscoreboard&awEpisodeId=10163?awCollectionId=13&awEpisodeId=222523
Monday 6th August Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180806193455.m4a?awCollectionId=superscoreboard&awEpisodeId=10129?awCollectionId=13&awEpisodeId=222524
Sunday 5th August Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180805151302.m4a?awCollectionId=superscoreboard&awEpisodeId=10118?awCollectionId=13&awEpisodeId=222525
Saturday 4th August Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180804171314.m4a?awCollectionId=superscoreboard&awEpisodeId=10115?awCollectionId=13&awEpisodeId=222526
Friday 3rd August Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180803190921.m4a?awCollectionId=superscoreboard&awEpisodeId=10112?awCollectionId=13&awEpisodeId=222527
Thursday 2nd August Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180802191623.m4a?awCollectionId=superscoreboard&awEpisodeId=10080?awCollectionId=13&awEpisodeId=222528
Wednesday 1st August Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180801191126.m4a?awCollectionId=superscoreboard&awEpisodeId=10066?awCollectionId=13&awEpisodeId=222529
Tuesday 31st July Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180731193732.m4a?awCollectionId=superscoreboard&awEpisodeId=10046?awCollectionId=13&awEpisodeId=222530
Monday 30th July Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180730191124.m4a?awCollectionId=superscoreboard&awEpisodeId=10028?awCollectionId=13&awEpisodeId=222531
Friday 27th July Clyde 1 Superscoreboard Five Grand Fan The Final     https://aod.planetradio.co.uk/superscoreboard/20180727182107.m4a?awCollectionId=superscoreboard&awEpisodeId=10007?awCollectionId=13&awEpisodeId=222532
Thursday 26th July Clyde 1 Superscoreboard Five Grand Fan             https://aod.planetradio.co.uk/superscoreboard/20180726180152.m4a?awCollectionId=superscoreboard&awEpisodeId=9985?awCollectionId=13&awEpisodeId=222533
Wednesday 25th July Clyde 1 Superscoreboard Five Grand Fan            https://aod.planetradio.co.uk/superscoreboard/20180725180346.m4a?awCollectionId=superscoreboard&awEpisodeId=9978?awCollectionId=13&awEpisodeId=222534
Tuesday 24th July Clyde 1 Superscoreboard Five Grand Fan              https://aod.planetradio.co.uk/superscoreboard/20180724180033.m4a?awCollectionId=superscoreboard&awEpisodeId=9973?awCollectionId=13&awEpisodeId=222535
Monday 23rd July Clyde 1 Superscoreboard Five Grand Fan               https://aod.planetradio.co.uk/superscoreboard/20180723180959.m4a?awCollectionId=superscoreboard&awEpisodeId=9946?awCollectionId=13&awEpisodeId=222536
Friday 20th July Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180720181544.m4a?awCollectionId=superscoreboard&awEpisodeId=9932?awCollectionId=13&awEpisodeId=222537
Thursday 19th July Clyde 1 Superscoreboard Five Grand Fan             https://aod.planetradio.co.uk/superscoreboard/20180719183551.m4a?awCollectionId=superscoreboard&awEpisodeId=9915?awCollectionId=13&awEpisodeId=222538
Wednesday 18th July Clyde 1 Superscoreboard Five Grand Fan            https://aod.planetradio.co.uk/superscoreboard/20180719110643.m4a?awCollectionId=superscoreboard&awEpisodeId=9913?awCollectionId=13&awEpisodeId=222539
Tuesday 17th of July Clyde 1 Superscoreboard Five Grand Fan           https://aod.planetradio.co.uk/superscoreboard/20180717185527.m4a?awCollectionId=superscoreboard&awEpisodeId=9887?awCollectionId=13&awEpisodeId=222540
Monday 16th July Clyde 1 Superscoreboard Five Grand Fan               https://aod.planetradio.co.uk/superscoreboard/20180716202636.m4a?awCollectionId=superscoreboard&awEpisodeId=9862?awCollectionId=13&awEpisodeId=222541
Friday 13th July Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180713182920.m4a?awCollectionId=superscoreboard&awEpisodeId=9850?awCollectionId=13&awEpisodeId=222542
Thursday 12th July Clyde 1 Superscoreboard Five Grand Fan             https://aod.planetradio.co.uk/superscoreboard/20180712183430.m4a?awCollectionId=superscoreboard&awEpisodeId=9833?awCollectionId=13&awEpisodeId=222543
Wednesday 11th July Clyde 1 Superscoreboard Five Grand Fan            https://aod.planetradio.co.uk/superscoreboard/20180711181548.m4a?awCollectionId=superscoreboard&awEpisodeId=9827?awCollectionId=13&awEpisodeId=222544
Tuesday 10th July Clyde 1 Superscoreboard Five Grand Fan              https://aod.planetradio.co.uk/superscoreboard/20180710193805.m4a?awCollectionId=superscoreboard&awEpisodeId=9809?awCollectionId=13&awEpisodeId=222545
Monday 9th July Clyde 1 Superscoreboard Five Grand Fan                https://aod.planetradio.co.uk/superscoreboard/20180709183802.m4a?awCollectionId=superscoreboard&awEpisodeId=9792?awCollectionId=13&awEpisodeId=222546
Friday 6th July Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180706202804.m4a?awCollectionId=superscoreboard&awEpisodeId=9784?awCollectionId=13&awEpisodeId=222547
Thursday 5th July Clyde 1 Superscoreboard Five Grand Fan              https://aod.planetradio.co.uk/superscoreboard/20180705202723.m4a?awCollectionId=superscoreboard&awEpisodeId=9748?awCollectionId=13&awEpisodeId=222548
Wednesday 4th July Clyde 1 Superscoreboard Five Grand Fan             https://aod.planetradio.co.uk/superscoreboard/20180704191804.m4a?awCollectionId=superscoreboard&awEpisodeId=9734?awCollectionId=13&awEpisodeId=222549
Tuesday 3rd July Clyde 1 Superscoreboard Five Grand Fan               https://aod.planetradio.co.uk/superscoreboard/20180703194350.m4a?awCollectionId=superscoreboard&awEpisodeId=9708?awCollectionId=13&awEpisodeId=222550
Monday 2nd July Clyde 1 Superscoreboard Five Grand Fan                https://aod.planetradio.co.uk/superscoreboard/20180702185135.m4a?awCollectionId=superscoreboard&awEpisodeId=9691?awCollectionId=13&awEpisodeId=222551
Friday 29th June Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180629180855.m4a?awCollectionId=superscoreboard&awEpisodeId=9676?awCollectionId=13&awEpisodeId=222552
Wednesday 27th June Clyde 1 Superscoreboard Five Grand Fan            https://aod.planetradio.co.uk/superscoreboard/20180627205529.m4a?awCollectionId=superscoreboard&awEpisodeId=9639?awCollectionId=13&awEpisodeId=222553
Tuesday 26th June  Clyde 1 Superscoreboard Five Grand Fan             https://aod.planetradio.co.uk/superscoreboard/20180626191453.m4a?awCollectionId=superscoreboard&awEpisodeId=9621?awCollectionId=13&awEpisodeId=222554
Monday 25th June Clyde 1 Superscoreboard Five Grand Fan               https://aod.planetradio.co.uk/superscoreboard/20180625180828.m4a?awCollectionId=superscoreboard&awEpisodeId=9569?awCollectionId=13&awEpisodeId=222555
Friday 22nd June Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180622185827.m4a?awCollectionId=superscoreboard&awEpisodeId=9529?awCollectionId=13&awEpisodeId=222556
Thursday 21st June Clyde 1 Superscoreboard Five Grand Fan             https://aod.planetradio.co.uk/superscoreboard/20180621184006.m4a?awCollectionId=superscoreboard&awEpisodeId=9508?awCollectionId=13&awEpisodeId=222557
Wednesday 20th June Clyde 1 Superscoreboard Five Grand Fan            https://aod.planetradio.co.uk/superscoreboard/20180620192649.m4a?awCollectionId=superscoreboard&awEpisodeId=9491?awCollectionId=13&awEpisodeId=222558
Tuesday 19th June Clyde 1 Superscoreboard Five Grand Fan              https://aod.planetradio.co.uk/superscoreboard/20180619204906.m4a?awCollectionId=superscoreboard&awEpisodeId=9465?awCollectionId=13&awEpisodeId=222559
Monday 18th June Clyde 1 Superscoreboard Five Grand Fan               https://aod.planetradio.co.uk/superscoreboard/20180618185757.m4a?awCollectionId=superscoreboard&awEpisodeId=9451?awCollectionId=13&awEpisodeId=222560
Friday 15th June Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180615184844.m4a?awCollectionId=superscoreboard&awEpisodeId=9430?awCollectionId=13&awEpisodeId=222561
Thursday 14th June Clyde 1 Superscoreboard Five Grand Fan             https://aod.planetradio.co.uk/superscoreboard/20180614182151.m4a?awCollectionId=superscoreboard&awEpisodeId=9393?awCollectionId=13&awEpisodeId=222562
Wednesday 13th June Clyde 1 Superscoreboard Five Grand Fan            https://aod.planetradio.co.uk/superscoreboard/20180613182726.m4a?awCollectionId=superscoreboard&awEpisodeId=9374?awCollectionId=13&awEpisodeId=222563
Tuesday 12th June Clyde 1 Superscoreboard Five Grand Fan              https://aod.planetradio.co.uk/superscoreboard/20180612201629.m4a?awCollectionId=superscoreboard&awEpisodeId=9348?awCollectionId=13&awEpisodeId=222564
Monday 11th June Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180611202838.m4a?awCollectionId=superscoreboard&awEpisodeId=9314?awCollectionId=13&awEpisodeId=222565
Friday 8th June Clyde 1 Superscoreboard Five Grand Fan                https://aod.planetradio.co.uk/superscoreboard/20180608182448.m4a?awCollectionId=superscoreboard&awEpisodeId=9285?awCollectionId=13&awEpisodeId=222566
Thursday 7th June Clyde 1 Superscoreboard Five Grand Fan              https://aod.planetradio.co.uk/superscoreboard/20180608103505.m4a?awCollectionId=superscoreboard&awEpisodeId=9264?awCollectionId=13&awEpisodeId=222567
Tuesday 5th June Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180605181356.m4a?awCollectionId=superscoreboard&awEpisodeId=9193?awCollectionId=13&awEpisodeId=222568
Monday 4th June Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180604192528.m4a?awCollectionId=superscoreboard&awEpisodeId=9185?awCollectionId=13&awEpisodeId=222569
Friday 1st June Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180601182030.m4a?awCollectionId=superscoreboard&awEpisodeId=9153?awCollectionId=13&awEpisodeId=222570
Thursday 31st May Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180531192125.m4a?awCollectionId=superscoreboard&awEpisodeId=9125?awCollectionId=13&awEpisodeId=222571
Wednesday 30th May Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180530190639.m4a?awCollectionId=superscoreboard&awEpisodeId=9111?awCollectionId=13&awEpisodeId=222572
Superscoreboard                                                       https://aod.planetradio.co.uk/superscoreboard/20180529182023.m4a?awCollectionId=superscoreboard&awEpisodeId=9080?awCollectionId=13&awEpisodeId=222573
Monday 28th May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180528180657.m4a?awCollectionId=superscoreboard&awEpisodeId=9063?awCollectionId=13&awEpisodeId=222574
Friday 25th May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180525181750.m4a?awCollectionId=superscoreboard&awEpisodeId=9035?awCollectionId=13&awEpisodeId=222575
Thursday 24th May Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180524191025.m4a?awCollectionId=superscoreboard&awEpisodeId=9012?awCollectionId=13&awEpisodeId=222576
Wednesday 23rd May Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180523190746.m4a?awCollectionId=superscoreboard&awEpisodeId=8994?awCollectionId=13&awEpisodeId=222577
Tuesday 22nd May Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180522185813.m4a?awCollectionId=superscoreboard&awEpisodeId=8974?awCollectionId=13&awEpisodeId=222578
Monday 21st May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180521192052.m4a?awCollectionId=superscoreboard&awEpisodeId=8953?awCollectionId=13&awEpisodeId=222579
Saturday 19th May Clyde 1 Superscoreboard Openline                    https://aod.planetradio.co.uk/superscoreboard/20180519172911.m4a?awCollectionId=superscoreboard&awEpisodeId=8936?awCollectionId=13&awEpisodeId=222580
Friday 18th May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180518190332.m4a?awCollectionId=superscoreboard&awEpisodeId=8935?awCollectionId=13&awEpisodeId=222581
Thursday 17th May Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180517195407.m4a?awCollectionId=superscoreboard&awEpisodeId=8913?awCollectionId=13&awEpisodeId=222582
Wednesday 16th May Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180516192517.m4a?awCollectionId=superscoreboard&awEpisodeId=8896?awCollectionId=13&awEpisodeId=222583
Tuesday 15th May Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180515193730.m4a?awCollectionId=superscoreboard&awEpisodeId=8865?awCollectionId=13&awEpisodeId=222584
Monday 14th May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180514191611.m4a?awCollectionId=superscoreboard&awEpisodeId=8838?awCollectionId=13&awEpisodeId=222585
Sunday 13th May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180513185614.m4a?awCollectionId=superscoreboard&awEpisodeId=8809?awCollectionId=13&awEpisodeId=222586
Saturday 12th May Clyde 1 Superscoreboard Openline                    https://aod.planetradio.co.uk/superscoreboard/20180512171120.m4a?awCollectionId=superscoreboard&awEpisodeId=8806?awCollectionId=13&awEpisodeId=222587
Friday 11th May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180511190831.m4a?awCollectionId=superscoreboard&awEpisodeId=8805?awCollectionId=13&awEpisodeId=222588
Thursday 10th May Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180510193307.m4a?awCollectionId=superscoreboard&awEpisodeId=8787?awCollectionId=13&awEpisodeId=222589
Wednesday 9th May Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180509192603.m4a?awCollectionId=superscoreboard&awEpisodeId=8773?awCollectionId=13&awEpisodeId=222590
Tuesday 8th May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180508200900.m4a?awCollectionId=superscoreboard&awEpisodeId=8745?awCollectionId=13&awEpisodeId=222591
Superscoreboard                                                       https://aod.planetradio.co.uk/superscoreboard/20180507192416.m4a?awCollectionId=superscoreboard&awEpisodeId=8725?awCollectionId=13&awEpisodeId=222592
Saturday 5th May Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180505171828.m4a?awCollectionId=superscoreboard&awEpisodeId=8661?awCollectionId=13&awEpisodeId=222593
Friday 4th May Clyde 1 Superscoreboard                                https://aod.planetradio.co.uk/superscoreboard/20180504190851.m4a?awCollectionId=superscoreboard&awEpisodeId=8660?awCollectionId=13&awEpisodeId=222594
Thursday 3rd May Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180503191245.m4a?awCollectionId=superscoreboard&awEpisodeId=8638?awCollectionId=13&awEpisodeId=222595
Wednesday 2nd May Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180502193204.m4a?awCollectionId=superscoreboard&awEpisodeId=8616?awCollectionId=13&awEpisodeId=222596
Tuesday 1st May Clyde 1 Superscoreboard                               https://aod.planetradio.co.uk/superscoreboard/20180501195552.m4a?awCollectionId=superscoreboard&awEpisodeId=8593?awCollectionId=13&awEpisodeId=222597
Monday 30th April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180430194138.m4a?awCollectionId=superscoreboard&awEpisodeId=8583?awCollectionId=13&awEpisodeId=222598
Sunday 29th April Clyde 1 Superscoreboard Openline                    https://aod.planetradio.co.uk/superscoreboard/20180429151926.m4a?awCollectionId=superscoreboard&awEpisodeId=8539?awCollectionId=13&awEpisodeId=222599
Saturday 28th April Clyde 1 Superscoreboard Openline                  https://aod.planetradio.co.uk/superscoreboard/20180428172428.m4a?awCollectionId=superscoreboard&awEpisodeId=8538?awCollectionId=13&awEpisodeId=222600
Friday 27th April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180427192437.m4a?awCollectionId=superscoreboard&awEpisodeId=8536?awCollectionId=13&awEpisodeId=222601
Thursday 26th April Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180426191606.m4a?awCollectionId=superscoreboard&awEpisodeId=8520?awCollectionId=13&awEpisodeId=222602
Wednesday 25th April Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180425195512.m4a?awCollectionId=superscoreboard&awEpisodeId=8499?awCollectionId=13&awEpisodeId=222603
Tuesday 24th April Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180424193635.m4a?awCollectionId=superscoreboard&awEpisodeId=8482?awCollectionId=13&awEpisodeId=222604
Monday 23rd April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180423191446.m4a?awCollectionId=superscoreboard&awEpisodeId=8451?awCollectionId=13&awEpisodeId=222605
Saturday 21st April Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180421171110.m4a?awCollectionId=superscoreboard&awEpisodeId=8430?awCollectionId=13&awEpisodeId=222606
Friday 20th April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180420190948.m4a?awCollectionId=superscoreboard&awEpisodeId=8429?awCollectionId=13&awEpisodeId=222607
Thursday 19th April Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180419194212.m4a?awCollectionId=superscoreboard&awEpisodeId=8398?awCollectionId=13&awEpisodeId=222608
Wednesday 18th April Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180418200338.m4a?awCollectionId=superscoreboard&awEpisodeId=8371?awCollectionId=13&awEpisodeId=222609
Tuesday 17th April Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180417195534.m4a?awCollectionId=superscoreboard&awEpisodeId=8347?awCollectionId=13&awEpisodeId=222610
Monday 16th April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180416194615.m4a?awCollectionId=superscoreboard&awEpisodeId=8311?awCollectionId=13&awEpisodeId=222611
Sunday 15th April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180415170605.m4a?awCollectionId=superscoreboard&awEpisodeId=8266?awCollectionId=13&awEpisodeId=222612
Saturday 14th April Clyde 1 Superscoreboard Openline                  https://aod.planetradio.co.uk/superscoreboard/20180414175217.m4a?awCollectionId=superscoreboard&awEpisodeId=8263?awCollectionId=13&awEpisodeId=222613
Friday 13th April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180413190620.m4a?awCollectionId=superscoreboard&awEpisodeId=8262?awCollectionId=13&awEpisodeId=222614
Thursday 12th of April Clyde 1 Superscoreboard                        https://aod.planetradio.co.uk/superscoreboard/20180412190904.m4a?awCollectionId=superscoreboard&awEpisodeId=8235?awCollectionId=13&awEpisodeId=222615
Wednesday 11th April Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180411192113.m4a?awCollectionId=superscoreboard&awEpisodeId=8213?awCollectionId=13&awEpisodeId=222616
Tuesday 10th April Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180410190510.m4a?awCollectionId=superscoreboard&awEpisodeId=8193?awCollectionId=13&awEpisodeId=222617
Monday 9th April Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180409190624.m4a?awCollectionId=superscoreboard&awEpisodeId=8159?awCollectionId=13&awEpisodeId=222618
Saturday 7th April Clyde 1 Superscoreboard Openline                   https://aod.planetradio.co.uk/superscoreboard/20180407170529.m4a?awCollectionId=superscoreboard&awEpisodeId=8126?awCollectionId=13&awEpisodeId=222619
Friday 6th August Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180406190729.m4a?awCollectionId=superscoreboard&awEpisodeId=8123?awCollectionId=13&awEpisodeId=222620
Thursday 5th April Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180405192005.m4a?awCollectionId=superscoreboard&awEpisodeId=8098?awCollectionId=13&awEpisodeId=222621
Wednesday 4th April Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180404192555.m4a?awCollectionId=superscoreboard&awEpisodeId=8058?awCollectionId=13&awEpisodeId=222622
Tuesday 3rd April Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180403191024.m4a?awCollectionId=superscoreboard&awEpisodeId=8026?awCollectionId=13&awEpisodeId=222623
Monday 2nd April Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180402192405.m4a?awCollectionId=superscoreboard&awEpisodeId=8013?awCollectionId=13&awEpisodeId=222624
Saturday 31st March Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180331171051.m4a?awCollectionId=superscoreboard&awEpisodeId=8012?awCollectionId=13&awEpisodeId=222625
Friday 30th March Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180330193512.m4a?awCollectionId=superscoreboard&awEpisodeId=8010?awCollectionId=13&awEpisodeId=222626
Thursday 29th March CLyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180329200719.m4a?awCollectionId=superscoreboard&awEpisodeId=8002?awCollectionId=13&awEpisodeId=222627
Wednesday 28th March Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180328195559.m4a?awCollectionId=superscoreboard&awEpisodeId=7997?awCollectionId=13&awEpisodeId=222628
Tuesday 27th March Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180328101416.m4a?awCollectionId=superscoreboard&awEpisodeId=7986?awCollectionId=13&awEpisodeId=222629
Saturday 24th March Clyde 1 Superscoreboard Openline                  https://aod.planetradio.co.uk/superscoreboard/20180324181753.m4a?awCollectionId=superscoreboard&awEpisodeId=7951?awCollectionId=13&awEpisodeId=222630
Friday 23rd March Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180323200825.m4a?awCollectionId=superscoreboard&awEpisodeId=7949?awCollectionId=13&awEpisodeId=222631
Thursday 22nd March Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180322202446.m4a?awCollectionId=superscoreboard&awEpisodeId=7937?awCollectionId=13&awEpisodeId=222632
Wednesday 21st March Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180321205007.m4a?awCollectionId=superscoreboard&awEpisodeId=7902?awCollectionId=13&awEpisodeId=222633
Tuesday 20th March Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180320204051.m4a?awCollectionId=superscoreboard&awEpisodeId=7886?awCollectionId=13&awEpisodeId=222634
Monday 19th March Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180319205437.m4a?awCollectionId=superscoreboard&awEpisodeId=7860?awCollectionId=13&awEpisodeId=222635
Saturday 17th March Clyde 1 Superscoreboard Openline                  https://aod.planetradio.co.uk/superscoreboard/20180317183513.m4a?awCollectionId=superscoreboard&awEpisodeId=7839?awCollectionId=13&awEpisodeId=222636
Friday 16th March Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180316201301.m4a?awCollectionId=superscoreboard&awEpisodeId=7836?awCollectionId=13&awEpisodeId=222637
Thursday 15th March Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180315201615.m4a?awCollectionId=superscoreboard&awEpisodeId=7811?awCollectionId=13&awEpisodeId=222638
Wednesday 14th March Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180314202422.m4a?awCollectionId=superscoreboard&awEpisodeId=7791?awCollectionId=13&awEpisodeId=222639
Tuesday 13th March Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180313210728.m4a?awCollectionId=superscoreboard&awEpisodeId=7769?awCollectionId=13&awEpisodeId=222640
Monday 12th March Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180312202453.m4a?awCollectionId=superscoreboard&awEpisodeId=7744?awCollectionId=13&awEpisodeId=222641
Sunday 11th March Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180311173051.m4a?awCollectionId=superscoreboard&awEpisodeId=7722?awCollectionId=13&awEpisodeId=222642
Saturday 10th March Clyde 1 Superscoreboard Openline                  https://aod.planetradio.co.uk/superscoreboard/20180310182033.m4a?awCollectionId=superscoreboard&awEpisodeId=7721?awCollectionId=13&awEpisodeId=222643
Friday 9th March Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180310153210.m4a?awCollectionId=superscoreboard&awEpisodeId=7720?awCollectionId=13&awEpisodeId=222644
Friday 9th March Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180310150542.m4a?awCollectionId=superscoreboard&awEpisodeId=7712?awCollectionId=13&awEpisodeId=222645
Thursday 8th March Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180308202655.m4a?awCollectionId=superscoreboard&awEpisodeId=7678?awCollectionId=13&awEpisodeId=222646
Wednesday 7th March Clyde 1 Superscoreboard                           https://aod.planetradio.co.uk/superscoreboard/20180307205522.m4a?awCollectionId=superscoreboard&awEpisodeId=7662?awCollectionId=13&awEpisodeId=222647
Tuesday 6th March Clyde 1 Superscoreboard                             https://aod.planetradio.co.uk/superscoreboard/20180306201710.m4a?awCollectionId=superscoreboard&awEpisodeId=7646?awCollectionId=13&awEpisodeId=222648
Monday 5th March Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180305201833.m4a?awCollectionId=superscoreboard&awEpisodeId=7609?awCollectionId=13&awEpisodeId=222649
Saturday 3rd March Clyde 1 Superscoreboard Openline                   https://aod.planetradio.co.uk/superscoreboard/20180303152704.m4a?awCollectionId=superscoreboard&awEpisodeId=7568?awCollectionId=13&awEpisodeId=222650
Friday 2nd March Clyde 1 Superscoreboard                              https://aod.planetradio.co.uk/superscoreboard/20180302201914.m4a?awCollectionId=superscoreboard&awEpisodeId=7566?awCollectionId=13&awEpisodeId=222651
Thursday 1st March Clyde 1 Superscoreboard                            https://aod.planetradio.co.uk/superscoreboard/20180301205324.m4a?awCollectionId=superscoreboard&awEpisodeId=7546?awCollectionId=13&awEpisodeId=222652
Wednesday 28th February Clyde 1 Superscoreboard                       https://aod.planetradio.co.uk/superscoreboard/20180301151750.m4a?awCollectionId=superscoreboard&awEpisodeId=7540?awCollectionId=13&awEpisodeId=222653
Tuesday 27th February Clyde 1 Superscoreboard                         https://aod.planetradio.co.uk/superscoreboard/20180227201304.m4a?awCollectionId=superscoreboard&awEpisodeId=7513?awCollectionId=13&awEpisodeId=222654
Monday 26th February Clyde 1 Superscoreboard                          https://aod.planetradio.co.uk/superscoreboard/20180226201642.m4a?awCollectionId=superscoreboard&awEpisodeId=7499?awCollectionId=13&awEpisodeId=222655
Saturday 24th February Clyde 1 Superscoreboard Openline               https://aod.planetradio.co.uk/superscoreboard/20180224181554.m4a?awCollectionId=superscoreboard&awEpisodeId=7470?awCollectionId=13&awEpisodeId=222656
